x,y
2495,7134
2496,5484
2496,5767
2497,734
2497,10517
2498,1443
2498,9808
2499,4788
2499,6463
2501,4419
2501,6832
2502,1630
2502,9621
2504,5367
2504,5884
2506,596
2506,10655
2509,2911
2509,8340
2511,4813
2511,6438
2512,5181
2512,6070
2517,534
2517,10717
2520,1701
2520,9550
2521,4195
2521,7056
2522,2221
2522,9030
2523,4598
2523,6653
2524,4571
2524,6680
2529,1592
2529,9659
2530,3713
2530,7538
2531,5069
2531,6182
2532,2865
2532,8386
2533,527
2533,10724
2535,600
2535,10651
2539,3203
2539,8048
2540,1960
2540,9291
2541,753
2541,10498
2542,2045
2542,9206
2543,4463
2543,6788
2545,517
2545,10734
2546,4920
2546,6331
2547,292
2547,10959
2550,4306
2550,6945
2551,4802
2551,6449
2553,4486
2553,6765
2554,3925
2554,7326
2555,3813
2555,7438
2559,4910
2559,6341
2560,5505
2560,5746
2565,437
2565,10814
2566,3334
2566,7917
2569,3228
2569,8023
2574,4301
2574,6950
2575,4023
2575,7228
2577,2351
2577,8900
2578,4181
2578,7070
2582,4375
2582,6876
2583,2254
2583,8997
2584,5188
2584,6063
2585,5439
2585,5812
2590,5126
2590,6125
2591,598
2591,10653
2592,2655
2592,8596
2593,3511
2593,7740
2595,4268
2595,6983
2597,1537
2597,9714
2603,3656
2603,7595
2611,686
2611,10565
2613,3091
2613,8160
2615,3285
2615,7966
2620,455
2620,10796
2622,807
2622,10444
2623,5195
2623,6056
2625,311
2625,10940
2629,1865
2629,9386
2630,1529
2630,9722
2631,899
2631,10352
2633,5480
2633,5771
2634,4110
2634,7141
2637,4213
2637,7038
2638,4569
2638,6682
2640,1524
2640,9727
2641,2170
2641,9081
2642,2280
2642,8971
2643,1746
2643,9505
2644,3776
2644,7475
2645,2225
2645,9026
2646,2936
2646,8315
2647,90
2647,11161
2649,4812
2649,6439
2650,1723
2650,9528
2652,3917
2652,7334
2653,538
2653,10713
2654,2506
2654,8745
2656,2823
2656,8428
2657,2528
2657,8723
2658,1563
2658,9688
2662,3581
2662,7670
2663,679
2663,10572
2664,2990
2664,8261
2665,1686
2665,9565
2667,5232
2667,6019
2670,5521
2670,5730
2672,5181
2672,6070
2673,4930
2673,6321
2674,320
2674,10931
2685,3112
2685,8139
2687,4811
2687,6440
2688,3032
2688,8219
2691,883
2691,10368
2692,4381
2692,6870
2693,236
2693,11015
2694,2337
2694,8914
2696,204
2696,11047
2698,4355
2698,6896
2699,1014
2699,10237
2700,5286
2700,5965
2701,1325
2701,9926
2704,2542
2704,8709
2705,4501
2705,6750
2706,3517
2706,7734
2707,3730
2707,7521
2708,4305
2708,6946
2709,2963
2709,8288
2710,5249
2710,6002
2712,3687
2712,7564
2713,4529
2713,6722
2718,2957
2718,8294
2719,725
2719,10526
2720,3865
2720,7386
2722,3619
2722,7632
2725,2674
2725,8577
2726,3483
2726,7768
2727,2226
2727,9025
2730,2910
2730,8341
2731,2716
2731,8535
2732,3959
2732,7292
2735,5390
2735,5861
2736,1331
2736,9920
2737,895
2737,10356
2738,3675
2738,7576
2739,704
2739,10547
2740,5275
2740,5976
2742,1529
2742,9722
2744,1620
2744,9631
2746,3733
2746,7518
2748,1639
2748,9612
2751,801
2751,10450
2752,5459
2752,5792
2753,3665
2753,7586
2755,1506
2755,9745
2757,5444
2757,5807
2758,2877
2758,8374
2761,11
2761,11240
2764,2869
2764,8382
2765,2551
2765,8700
2766,527
2766,10724
2767,3053
2767,8198
2768,701
2768,10550
2770,4640
2770,6611
2771,2370
2771,8881
2772,5015
2772,6236
2773,2656
2773,8595
2775,5499
2775,5752
2776,1929
2776,9322
2777,4357
2777,6894
2778,5139
2778,6112
2779,1739
2779,9512
2782,816
2782,10435
2786,2818
2786,8433
2787,1158
2787,10093
2788,5531
2788,5720
2789,325
2789,10926
2790,1287
2790,9964
2792,2793
2792,8458
2793,458
2793,10793
2796,566
2796,10685
2797,3194
2797,8057
2800,1413
2800,9838
2802,1089
2802,10162
2803,2507
2803,8744
2807,3306
2807,7945
2811,3457
2811,7794
2815,2968
2815,8283
2816,252
2816,10999
2817,1622
2817,9629
2825,1130
2825,10121
2826,477
2826,10774
2827,1397
2827,9854
2828,543
2828,10708
2830,3752
2830,7499
2833,3663
2833,7588
2834,4763
2834,6488
2837,2628
2837,8623
2838,2390
2838,8861
2841,162
2841,11089
2842,4498
2842,6753
2848,2518
2848,8733
2851,4521
2851,6730
2852,3950
2852,7301
2853,5363
2853,5888
2854,5082
2854,6169
2856,2477
2856,8774
2859,2725
2859,8526
2860,3925
2860,7326
2861,3184
2861,8067
2863,4454
2863,6797
2864,5502
2864,5749
2865,4030
2865,7221
2867,146
2867,11105
2868,416
2868,10835
2873,2565
2873,8686
2874,1817
2874,9434
2876,5053
2876,6198
2877,3267
2877,7984
2880,2749
2880,8502
2893,541
2893,10710
2894,535
2894,10716
2895,4300
2895,6951
2896,4638
2896,6613
2898,2234
2898,9017
2899,3194
2899,8057
2900,4186
2900,7065
2902,804
2902,10447
2903,2232
2903,9019
2905,3177
2905,8074
2908,3222
2908,8029
2909,3263
2909,7988
2910,5023
2910,6228
2911,53
2911,11198
2913,927
2913,10324
2914,5169
2914,6082
2916,2603
2916,8648
2917,4430
2917,6821
2918,4525
2918,6726
2919,4293
2919,6958
2921,562
2921,10689
2923,2811
2923,8440
2925,2615
2925,8636
2928,4794
2928,6457
2930,652
2930,10599
2931,137
2931,11114
2932,5203
2932,6048
2934,3846
2934,7405
2936,5092
2936,6159
2939,984
2939,10267
2941,1842
2941,9409
2943,2921
2943,8330
2944,2229
2944,9022
2946,3617
2946,7634
2947,1070
2947,10181
2949,5241
2949,6010
2951,714
2951,10537
2952,4426
2952,6825
2954,4023
2954,7228
2955,4626
2955,6625
2956,843
2956,10408
2957,4200
2957,7051
2958,4067
2958,7184
2961,3828
2961,7423
2964,4949
2964,6302
2965,962
2965,10289
2966,3034
2966,8217
2970,3482
2970,7769
2975,1472
2975,9779
2977,4481
2977,6770
2978,1184
2978,10067
2979,4620
2979,6631
2983,696
2983,10555
2984,3410
2984,7841
2985,1842
2985,9409
2988,3504
2988,7747
2990,3894
2990,7357
2991,4210
2991,7041
2995,4918
2995,6333
2996,5595
2996,5656
2998,5084
2998,6167
3001,4045
3001,7206
3002,4374
3002,6877
3003,4665
3003,6586
3004,3640
3004,7611
3006,477
3006,10774
3009,1659
3009,9592
3010,3325
3010,7926
3011,1229
3011,10022
3014,1929
3014,9322
3016,2984
3016,8267
3021,5281
3021,5970
3025,3208
3025,8043
3026,1692
3026,9559
3028,2683
3028,8568
3030,1280
3030,9971
3032,5296
3032,5955
3034,2083
3034,9168
3037,502
3037,10749
3038,79
3038,11172
3039,745
3039,10506
3041,3453
3041,7798
3042,622
3042,10629
3043,4405
3043,6846
3044,3126
3044,8125
3045,2548
3045,8703
3050,2421
3050,8830
3051,3690
3051,7561
3053,3079
3053,8172
3056,4949
3056,6302
3057,5451
3057,5800
3061,268
3061,10983
3065,3729
3065,7522
3067,4264
3067,6987
3068,2386
3068,8865
3070,954
3070,10297
3071,1815
3071,9436
3072,3338
3072,7913
3074,1829
3074,9422
3080,879
3080,10372
3086,2605
3086,8646
3089,747
3089,10504
3091,2216
3091,9035
3094,3425
3094,7826
3102,3543
3102,7708
3104,5042
3104,6209
3105,1279
3105,9972
3106,742
3106,10509
3109,3898
3109,7353
3110,3680
3110,7571
3111,4477
3111,6774
3113,3883
3113,7368
3114,2343
3114,8908
3116,360
3116,10891
3121,3959
3121,7292
3123,2260
3123,8991
3124,524
3124,10727
3127,1547
3127,9704
3128,2423
3128,8828
3129,1506
3129,9745
3130,4965
3130,6286
3134,658
3134,10593
3137,5121
3137,6130
3139,2038
3139,9213
3140,3965
3140,7286
3141,3832
3141,7419
3143,589
3143,10662
3144,5555
3144,5696
3147,2146
3147,9105
3149,5391
3149,5860
3153,3732
3153,7519
3154,4410
3154,6841
3155,436
3155,10815
3156,3765
3156,7486
3157,812
3157,10439
3160,142
3160,11109
3162,5343
3162,5908
3163,1630
3163,9621
3166,2937
3166,8314
3167,2978
3167,8273
3170,4499
3170,6752
3171,2921
3171,8330
3172,4027
3172,7224
3173,696
3173,10555
3175,1145
3175,10106
3176,512
3176,10739
3177,1245
3177,10006
3181,1969
3181,9282
3182,4443
3182,6808
3186,3841
3186,7410
3190,3388
3190,7863
3192,502
3192,10749
3194,416
3194,10835
3195,2349
3195,8902
3197,4098
3197,7153
3199,3784
3199,7467
3201,5572
3201,5679
3202,4920
3202,6331
3204,2653
3204,8598
3205,4065
3205,7186
3211,2616
3211,8635
3215,3665
3215,7586
3216,207
3216,11044
3217,2699
3217,8552
3219,4363
3219,6888
3223,1524
3223,9727
3224,5190
3224,6061
3228,3481
3228,7770
3229,3725
3229,7526
3232,4343
3232,6908
3235,3650
3235,7601
3236,4569
3236,6682
3237,131
3237,11120
3238,2821
3238,8430
3239,3210
3239,8041
3240,1819
3240,9432
3241,3594
3241,7657
3245,5622
3245,5629
3247,3743
3247,7508
3249,439
3249,10812
3251,2255
3251,8996
3252,2856
3252,8395
3253,3412
3253,7839
3256,2368
3256,8883
3257,4598
3257,6653
3259,5460
3259,5791
3260,3686
3260,7565
3262,3443
3262,7808
3263,3674
3263,7577
3265,543
3265,10708
3267,3640
3267,7611
3268,2610
3268,8641
3270,4020
3270,7231
3278,4774
3278,6477
3280,1115
3280,10136
3282,706
3282,10545
3283,357
3283,10894
3287,5537
3287,5714
3289,3010
3289,8241
3290,481
3290,10770
3292,2659
3292,8592
3293,772
3293,10479
3294,2684
3294,8567
3296,5189
3296,6062
3298,1056
3298,10195
3306,2305
3306,8946
3307,2984
3307,8267
3310,4113
3310,7138
3312,4728
3312,6523
3315,4823
3315,6428
3316,515
3316,10736
3318,4394
3318,6857
3320,964
3320,10287
3321,271
3321,10980
3324,3015
3324,8236
3327,5116
3327,6135
3328,3680
3328,7571
3331,4214
3331,7037
3332,1005
3332,10246
3333,2768
3333,8483
3334,4345
3334,6906
3335,2252
3335,8999
3336,3122
3336,8129
3337,4723
3337,6528
3340,3965
3340,7286
3341,1434
3341,9817
3343,4566
3343,6685
3348,1653
3348,9598
3349,2653
3349,8598
3350,4609
3350,6642
3352,2584
3352,8667
3353,2682
3353,8569
3355,430
3355,10821
3356,3974
3356,7277
3357,4476
3357,6775
3358,1221
3358,10030
3359,4529
3359,6722
3360,3464
3360,7787
3361,3208
3361,8043
3363,5033
3363,6218
3364,3622
3364,7629
3365,388
3365,10863
3367,2950
3367,8301
3369,1199
3369,10052
3370,1056
3370,10195
3371,5623
3371,5628
3372,3331
3372,7920
3376,4610
3376,6641
3379,369
3379,10882
3380,3306
3380,7945
3381,2867
3381,8384
3382,5023
3382,6228
3385,452
3385,10799
3387,3684
3387,7567
3393,5533
3393,5718
3395,2076
3395,9175
3397,1211
3397,10040
3405,4104
3405,7147
3407,3296
3407,7955
3410,5311
3410,5940
3414,4269
3414,6982
3415,4681
3415,6570
3418,5050
3418,6201
3419,1742
3419,9509
3422,4918
3422,6333
3423,1541
3423,9710
3426,1427
3426,9824
3427,2536
3427,8715
3432,5367
3432,5884
3436,1445
3436,9806
3437,897
3437,10354
3439,99
3439,11152
3440,4292
3440,6959
3442,4316
3442,6935
3443,747
3443,10504
3444,124
3444,11127
3445,437
3445,10814
3447,3407
3447,7844
3448,2804
3448,8447
3449,495
3449,10756
3450,916
3450,10335
3451,304
3451,10947
3454,44
3454,11207
3456,1379
3456,9872
3459,5041
3459,6210
3462,2814
3462,8437
3466,5452
3466,5799
3467,5066
3467,6185
3468,3848
3468,7403
3470,83
3470,11168
3472,3689
3472,7562
3473,3011
3473,8240
3474,4381
3474,6870
3475,4485
3475,6766
3476,137
3476,11114
3477,3785
3477,7466
3479,781
3479,10470
3483,2454
3483,8797
3484,4086
3484,7165
3489,3152
3489,8099
3490,2176
3490,9075
3492,2673
3492,8578
3494,3255
3494,7996
3495,2818
3495,8433
3497,252
3497,10999
3499,4715
3499,6536
3503,485
3503,10766
3505,5147
3505,6104
3506,5623
3506,5628
3509,2573
3509,8678
3510,4590
3510,6661
3511,3206
3511,8045
3512,4121
3512,7130
3516,2749
3516,8502
3517,4992
3517,6259
3518,1325
3518,9926
3523,5002
3523,6249
3524,2377
3524,8874
3528,4443
3528,6808
3529,287
3529,10964
3530,3226
3530,8025
3531,5568
3531,5683
3535,3576
3535,7675
3536,5381
3536,5870
3540,2208
3540,9043
3544,857
3544,10394
3548,2069
3548,9182
3549,4264
3549,6987
3552,662
3552,10589
3553,425
3553,10826
3554,3278
3554,7973
3555,182
3555,11069
3556,4320
3556,6931
3558,2386
3558,8865
3559,2069
3559,9182
3562,2663
3562,8588
3563,5305
3563,5946
3564,4202
3564,7049
3567,2591
3567,8660
3568,2351
3568,8900
3570,4426
3570,6825
3571,1479
3571,9772
3575,2031
3575,9220
3576,3142
3576,8109
3578,5235
3578,6016
3579,5343
3579,5908
3583,547
3583,10704
3585,3320
3585,7931
3586,4143
3586,7108
3590,851
3590,10400
3591,2628
3591,8623
3593,1344
3593,9907
3596,1526
3596,9725
3597,3625
3597,7626
3599,1032
3599,10219
3600,2368
3600,8883
3601,4394
3601,6857
3606,3909
3606,7342
3607,3719
3607,7532
3608,5409
3608,5842
3609,4756
3609,6495
3610,2551
3610,8700
3611,3528
3611,7723
3612,3619
3612,7632
3613,3540
3613,7711
3615,2972
3615,8279
3618,5512
3618,5739
3619,1796
3619,9455
3620,3771
3620,7480
3621,4609
3621,6642
3624,2013
3624,9238
3625,875
3625,10376
3630,632
3630,10619
3631,2725
3631,8526
3637,4005
3637,7246
3638,2712
3638,8539
3641,2061
3641,9190
3642,124
3642,11127
3646,3118
3646,8133
3648,2391
3648,8860
3649,3934
3649,7317
3650,317
3650,10934
3651,3398
3651,7853
3654,4878
3654,6373
3657,1260
3657,9991
3658,5130
3658,6121
3665,1869
3665,9382
3668,5165
3668,6086
3671,1243
3671,10008
3672,5223
3672,6028
3674,44
3674,11207
3675,288
3675,10963
3676,2157
3676,9094
3677,2975
3677,8276
3681,813
3681,10438
3682,1289
3682,9962
3687,4656
3687,6595
3691,1875
3691,9376
3692,2499
3692,8752
3693,228
3693,11023
3694,3832
3694,7419
3696,2620
3696,8631
3698,868
3698,10383
3700,1525
3700,9726
3702,5515
3702,5736
3704,1723
3704,9528
3705,1123
3705,10128
3710,529
3710,10722
3711,3973
3711,7278
3712,1228
3712,10023
3713,4223
3713,7028
3714,154
3714,11097
3715,3650
3715,7601
3716,5190
3716,6061
3717,398
3717,10853
3720,1127
3720,10124
3721,2576
3721,8675
3725,1620
3725,9631
3726,1123
3726,10128
3730,1220
3730,10031
3732,4079
3732,7172
3734,5473
3734,5778
3737,3898
3737,7353
3740,1914
3740,9337
3741,2980
3741,8271
3744,3905
3744,7346
3746,2390
3746,8861
3747,851
3747,10400
3750,4913
3750,6338
3755,2118
3755,9133
3756,66
3756,11185
3757,1541
3757,9710
3760,510
3760,10741
3761,1551
3761,9700
3762,1767
3762,9484
3763,465
3763,10786
3764,711
3764,10540
3765,2751
3765,8500
3767,5203
3767,6048
3768,4485
3768,6766
3770,222
3770,11029
3771,3932
3771,7319
3772,627
3772,10624
3775,5471
3775,5780
3777,4514
3777,6737
3778,4992
3778,6259
3782,2638
3782,8613
3784,2849
3784,8402
3787,2276
3787,8975
3788,1692
3788,9559
3789,3464
3789,7787
3791,5429
3791,5822
3792,4061
3792,7190
3794,1138
3794,10113
3795,244
3795,11007
3797,5282
3797,5969
3798,600
3798,10651
3799,3528
3799,7723
3800,2869
3800,8382
3801,4834
3801,6417
3803,2311
3803,8940
3804,773
3804,10478
3810,5622
3810,5629
3812,1621
3812,9630
3813,889
3813,10362
3815,2960
3815,8291
3817,2965
3817,8286
3818,3036
3818,8215
3819,1865
3819,9386
3820,1123
3820,10128
3821,4812
3821,6439
3822,412
3822,10839
3823,1962
3823,9289
3824,5476
3824,5775
3825,933
3825,10318
3827,506
3827,10745
3828,2987
3828,8264
3831,4965
3831,6286
3832,1288
3832,9963
3833,1840
3833,9411
3836,5253
3836,5998
3841,3528
3841,7723
3846,2878
3846,8373
3849,2487
3849,8764
3853,2164
3853,9087
3854,4083
3854,7168
3855,3989
3855,7262
3858,2486
3858,8765
3859,2148
3859,9103
3860,4621
3860,6630
3861,1622
3861,9629
3864,3085
3864,8166
3865,862
3865,10389
3867,249
3867,11002
3869,3249
3869,8002
3871,1750
3871,9501
3873,4186
3873,7065
3878,4076
3878,7175
3882,53
3882,11198
3883,2867
3883,8384
3884,2240
3884,9011
3885,5510
3885,5741
3886,5067
3886,6184
3887,3234
3887,8017
3888,3209
3888,8042
3890,4432
3890,6819
3892,1656
3892,9595
3895,4939
3895,6312
3898,920
3898,10331
3900,2833
3900,8418
3901,2723
3901,8528
3902,827
3902,10424
3905,200
3905,11051
3908,2866
3908,8385
3910,2395
3910,8856
3911,2827
3911,8424
3914,851
3914,10400
3915,5521
3915,5730
3918,1634
3918,9617
3919,2413
3919,8838
3922,4895
3922,6356
3923,4549
3923,6702
3927,2380
3927,8871
3928,5198
3928,6053
3930,4350
3930,6901
3931,4539
3931,6712
3933,5481
3933,5770
3936,3813
3936,7438
3937,2874
3937,8377
3938,1691
3938,9560
3939,1549
3939,9702
3943,1406
3943,9845
3944,3574
3944,7677
3948,3910
3948,7341
3951,1845
3951,9406
3952,2970
3952,8281
3953,2385
3953,8866
3956,4992
3956,6259
3958,1775
3958,9476
3962,2906
3962,8345
3963,593
3963,10658
3964,383
3964,10868
3965,5167
3965,6084
3966,5537
3966,5714
3967,562
3967,10689
3973,5325
3973,5926
3974,3749
3974,7502
3976,566
3976,10685
3979,4622
3979,6629
3983,1856
3983,9395
3984,1744
3984,9507
3986,2559
3986,8692
3987,2867
3987,8384
3993,290
3993,10961
3995,1814
3995,9437
3998,5537
3998,5714
3999,2379
3999,8872
4000,3731
4000,7520
4001,5268
4001,5983
4003,5040
4003,6211
4005,4688
4005,6563
4006,342
4006,10909
4008,4485
4008,6766
4009,883
4009,10368
4014,4378
4014,6873
4017,3458
4017,7793
4018,3410
4018,7841
4019,4027
4019,7224
4020,1234
4020,10017
4028,1655
4028,9596
4032,981
4032,10270
4033,4434
4033,6817
4034,1079
4034,10172
4040,5451
4040,5800
4043,1703
4043,9548
4046,5047
4046,6204
4047,5448
4047,5803
4048,2884
4048,8367
4051,2790
4051,8461
4052,982
4052,10269
4053,953
4053,10298
4055,5117
4055,6134
4056,2505
4056,8746
4057,3794
4057,7457
4058,850
4058,10401
4059,4818
4059,6433
4060,4027
4060,7224
4062,2440
4062,8811
4063,5011
4063,6240
4065,3660
4065,7591
4071,1541
4071,9710
4077,4342
4077,6909
4078,948
4078,10303
4082,1397
4082,9854
4085,4488
4085,6763
4086,4520
4086,6731
4087,2689
4087,8562
4089,5546
4089,5705
4090,766
4090,10485
4091,5499
4091,5752
4094,3716
4094,7535
4097,4606
4097,6645
4100,2335
4100,8916
4101,2116
4101,9135
4102,3464
4102,7787
4103,3687
4103,7564
4104,5096
4104,6155
4107,720
4107,10531
4109,1833
4109,9418
4115,3688
4115,7563
4116,2974
4116,8277
4119,3659
4119,7592
4120,5179
4120,6072
4121,563
4121,10688
4122,3901
4122,7350
4123,44
4123,11207
4124,1537
4124,9714
4126,1455
4126,9796
4131,2750
4131,8501
4135,352
4135,10899
4137,3715
4137,7536
4142,4413
4142,6838
4143,3815
4143,7436
4144,2069
4144,9182
4145,3199
4145,8052
4149,2760
4149,8491
4151,2264
4151,8987
4152,4560
4152,6691
4154,5451
4154,5800
4160,667
4160,10584
4164,3334
4164,7917
4165,124
4165,11127
4173,3308
4173,7943
4174,5532
4174,5719
4176,2518
4176,8733
4177,970
4177,10281
4178,2184
4178,9067
4180,1948
4180,9303
4181,2327
4181,8924
4183,2596
4183,8655
4184,4382
4184,6869
4190,607
4190,10644
4191,1191
4191,10060
4194,1020
4194,10231
4196,5622
4196,5629
4198,5028
4198,6223
4202,1343
4202,9908
4204,540
4204,10711
4205,4338
4205,6913
4209,446
4209,10805
4210,1699
4210,9552
4211,2471
4211,8780
4212,4431
4212,6820
4213,253
4213,10998
4214,4969
4214,6282
4221,5051
4221,6200
4227,2518
4227,8733
4230,3968
4230,7283
4231,504
4231,10747
4232,3861
4232,7390
4244,280
4244,10971
4249,3410
4249,7841
4253,5465
4253,5786
4258,1996
4258,9255
4266,3409
4266,7842
4271,602
4271,10649
4274,3585
4274,7666
4275,4366
4275,6885
4276,4596
4276,6655
4277,590
4277,10661
4279,517
4279,10734
4280,4609
4280,6642
4281,347
4281,10904
4282,1635
4282,9616
4288,1687
4288,9564
4289,2350
4289,8901
4290,4965
4290,6286
4294,2489
4294,8762
4295,2665
4295,8586
4299,3947
4299,7304
4301,3650
4301,7601
4304,3143
4304,8108
4308,3916
4308,7335
4309,254
4309,10997
4310,4716
4310,6535
4311,5190
4311,6061
4313,4761
4313,6490
4314,3980
4314,7271
4317,1715
4317,9536
4318,2613
4318,8638
4319,5081
4319,6170
4320,362
4320,10889
4327,4809
4327,6442
4330,2702
4330,8549
4331,4167
4331,7084
4332,4394
4332,6857
4333,4571
4333,6680
4335,4778
4335,6473
4336,1489
4336,9762
4338,4302
4338,6949
4339,2388
4339,8863
4340,2537
4340,8714
4341,5562
4341,5689
4342,1397
4342,9854
4347,3831
4347,7420
4348,400
4348,10851
4350,3957
4350,7294
4351,4670
4351,6581
4355,2361
4355,8890
4356,5400
4356,5851
4357,126
4357,11125
4359,516
4359,10735
4360,56
4360,11195
4363,562
4363,10689
4366,1879
4366,9372
4367,313
4367,10938
4373,368
4373,10883
4374,5623
4374,5628
4375,2918
4375,8333
4376,2340
4376,8911
4377,1906
4377,9345
4379,454
4379,10797
4380,4291
4380,6960
4382,3212
4382,8039
4385,5499
4385,5752
4386,2924
4386,8327
4387,1890
4387,9361
4388,5583
4388,5668
4390,4322
4390,6929
4391,4017
4391,7234
4392,4262
4392,6989
4393,4869
4393,6382
4394,4571
4394,6680
4395,2368
4395,8883
4397,1167
4397,10084
4398,1603
4398,9648
4399,4219
4399,7032
4400,4445
4400,6806
4401,3097
4401,8154
4405,3898
4405,7353
4407,2581
4407,8670
4408,3913
4408,7338
4413,2504
4413,8747
4414,158
4414,11093
4416,3832
4416,7419
4417,3591
4417,7660
4418,525
4418,10726
4419,647
4419,10604
4420,4335
4420,6916
4421,2289
4421,8962
4425,4799
4425,6452
4427,517
4427,10734
4429,1214
4429,10037
4432,1530
4432,9721
4433,867
4433,10384
4434,1195
4434,10056
4436,3687
4436,7564
4437,1692
4437,9559
4438,2021
4438,9230
4440,1467
4440,9784
4443,4737
4443,6514
4444,744
4444,10507
4445,3084
4445,8167
4446,5193
4446,6058
4448,368
4448,10883
4451,28
4451,11223
4452,5375
4452,5876
4453,2510
4453,8741
4454,3698
4454,7553
4458,53
4458,11198
4459,4019
4459,7232
4460,2642
4460,8609
4463,2770
4463,8481
4464,5616
4464,5635
4465,5010
4465,6241
4466,2202
4466,9049
4467,479
4467,10772
4469,479
4469,10772
4471,4863
4471,6388
4472,5611
4472,5640
4473,2230
4473,9021
4474,2652
4474,8599
4475,624
4475,10627
4477,3479
4477,7772
4478,4186
4478,7065
4479,566
4479,10685
4481,3009
4481,8242
4482,4841
4482,6410
4484,2904
4484,8347
4485,1458
4485,9793
4491,1896
4491,9355
4493,4784
4493,6467
4495,4182
4495,7069
4496,4085
4496,7166
4498,1861
4498,9390
4502,1268
4502,9983
4505,5060
4505,6191
4507,4308
4507,6943
4510,5343
4510,5908
4511,4840
4511,6411
4513,5334
4513,5917
4514,965
4514,10286
4516,4588
4516,6663
4519,660
4519,10591
4521,3334
4521,7917
4522,4421
4522,6830
4528,1119
4528,10132
4530,1537
4530,9714
4532,501
4532,10750
4533,4660
4533,6591
4534,3681
4534,7570
4536,1312
4536,9939
4537,3001
4537,8250
4538,864
4538,10387
4540,951
4540,10300
4541,4443
4541,6808
4542,1996
4542,9255
4546,1543
4546,9708
4547,3915
4547,7336
4551,883
4551,10368
4552,5203
4552,6048
4553,1925
4553,9326
4557,4241
4557,7010
4558,3376
4558,7875
4566,2425
4566,8826
4573,1622
4573,9629
4574,2300
4574,8951
4577,2834
4577,8417
4579,5114
4579,6137
4580,975
4580,10276
4581,4390
4581,6861
4582,2918
4582,8333
4583,1056
4583,10195
4584,5193
4584,6058
4587,880
4587,10371
4589,1571
4589,9680
4592,5166
4592,6085
4595,4698
4595,6553
4597,1164
4597,10087
4605,951
4605,10300
4607,4353
4607,6898
4608,1151
4608,10100
4610,3202
4610,8049
4613,2929
4613,8322
4618,4828
4618,6423
4621,3346
4621,7905
4622,1816
4622,9435
4624,3199
4624,8052
4625,2386
4625,8865
4629,4439
4629,6812
4630,1877
4630,9374
4633,243
4633,11008
4635,4264
4635,6987
4636,3815
4636,7436
4644,3413
4644,7838
4647,4230
4647,7021
4650,3090
4650,8161
4651,3418
4651,7833
4652,1037
4652,10214
4654,3701
4654,7550
4655,4840
4655,6411
4658,3414
4658,7837
4660,3005
4660,8246
4664,3620
4664,7631
4665,4804
4665,6447
4666,5521
4666,5730
4667,2390
4667,8861
4668,2404
4668,8847
4669,4297
4669,6954
4671,546
4671,10705
4678,4167
4678,7084
4679,3101
4679,8150
4680,1095
4680,10156
4682,1161
4682,10090
4683,4122
4683,7129
4684,1435
4684,9816
4685,3251
4685,8000
4686,1945
4686,9306
4687,2869
4687,8382
4689,2272
4689,8979
4692,2326
4692,8925
4695,1460
4695,9791
4696,4218
4696,7033
4697,347
4697,10904
4698,2653
4698,8598
4699,4799
4699,6452
4700,1492
4700,9759
4701,4175
4701,7076
4703,1652
4703,9599
4704,4392
4704,6859
4711,4614
4711,6637
4712,1965
4712,9286
4713,1402
4713,9849
4715,621
4715,10630
4716,2315
4716,8936
4717,1112
4717,10139
4719,747
4719,10504
4720,660
4720,10591
4724,5213
4724,6038
4727,743
4727,10508
4728,4230
4728,7021
4729,4426
4729,6825
4730,1655
4730,9596
4733,1377
4733,9874
4739,2790
4739,8461
4741,2929
4741,8322
4742,1103
4742,10148
4744,2250
4744,9001
4745,1278
4745,9973
4747,4096
4747,7155
4749,501
4749,10750
4751,3901
4751,7350
4755,4174
4755,7077
4756,4225
4756,7026
4758,1798
4758,9453
4759,14
4759,11237
4760,3813
4760,7438
4761,2725
4761,8526
4764,1140
4764,10111
4769,1297
4769,9954
4770,3591
4770,7660
4771,3965
4771,7286
4776,5272
4776,5979
4777,2416
4777,8835
4779,5411
4779,5840
4781,4812
4781,6439
4782,1620
4782,9631
4783,4408
4783,6843
4785,1210
4785,10041
4786,2000
4786,9251
4787,4859
4787,6392
4788,3065
4788,8186
4793,4716
4793,6535
4795,2054
4795,9197
4796,2314
4796,8937
4797,165
4797,11086
4798,4073
4798,7178
4799,3798
4799,7453
4800,1380
4800,9871
4801,4408
4801,6843
4803,1865
4803,9386
4805,3995
4805,7256
4807,664
4807,10587
4811,3147
4811,8104
4813,3680
4813,7571
4815,824
4815,10427
4817,3536
4817,7715
4819,3872
4819,7379
4821,787
4821,10464
4822,2404
4822,8847
4823,2628
4823,8623
4825,5538
4825,5713
4826,1594
4826,9657
4827,1139
4827,10112
4828,2835
4828,8416
4829,2235
4829,9016
4834,4918
4834,6333
4835,1861
4835,9390
4838,1244
4838,10007
4839,1354
4839,9897
4841,1125
4841,10126
4842,2279
4842,8972
4843,1925
4843,9326
4844,137
4844,11114
4847,1133
4847,10118
4848,806
4848,10445
4855,2749
4855,8502
4856,5166
4856,6085
4857,2550
4857,8701
4858,4743
4858,6508
4863,2400
4863,8851
4864,2021
4864,9230
4865,3208
4865,8043
4866,2116
4866,9135
4867,4594
4867,6657
4868,3816
4868,7435
4870,1181
4870,10070
4871,4565
4871,6686
4872,5119
4872,6132
